id	name	description	env_broad_scale	env_local_scale	env_medium	type	collection_date	depth	geo_loc_name	lat_lon	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	add_date	community	depth2	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	part_of	alternative_identifiers	GOLD_sample_identifiers	INSDC_biosample_identifiers	host_name	nitrate	salinity	temp	subsurface_depth	env_package
emsl:63ca4eb6-6647-11eb-ae93-0242ac130002	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_10_20		{'has_raw_value': 'ENVO:00000873', 'term': {'id': 'ENVO:00000873'}}	{'has_raw_value': 'ENVO:00000022', 'term': {'id': 'ENVO:00000022'}}	{'has_raw_value': 'ENVO:01000017', 'term': {'id': 'ENVO:01000017'}}		{'has_raw_value': '2014-04-01'}		{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.372 -119.272', 'latitude': 46.372, 'longitude': -119.272, 'type': 'nmdc:GeolocationValue'}	Environmental	Terrestrial	Soil	Sand	Unclassified		microbial communities		Groundwater sand	GW-RW S3_10_20	Columbia River, Washington, USA		groundwater metagenome	sand	gold:Gs0114663									
emsl:63ca4f6a-6647-11eb-ae93-0242ac130002	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_20_30		{'has_raw_value': 'ENVO:00000873', 'term': {'id': 'ENVO:00000873'}}	{'has_raw_value': 'ENVO:00000022', 'term': {'id': 'ENVO:00000022'}}	{'has_raw_value': 'ENVO:01000017', 'term': {'id': 'ENVO:01000017'}}		{'has_raw_value': '2014-04-01'}		{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.372 -119.272', 'latitude': 46.372, 'longitude': -119.272, 'type': 'nmdc:GeolocationValue'}	Environmental	Terrestrial	Soil	Sand	Unclassified		microbial communities		Groundwater sand	GW-RW S3_20_30	Columbia River, Washington, USA		groundwater metagenome	sand	gold:Gs0114663									
emsl:63ca5014-6647-11eb-ae93-0242ac130002	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_30_40		{'has_raw_value': 'ENVO:00000873', 'term': {'id': 'ENVO:00000873'}}	{'has_raw_value': 'ENVO:00000022', 'term': {'id': 'ENVO:00000022'}}	{'has_raw_value': 'ENVO:01000017', 'term': {'id': 'ENVO:01000017'}}		{'has_raw_value': '2014-04-01'}		{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.372 -119.272', 'latitude': 46.372, 'longitude': -119.272, 'type': 'nmdc:GeolocationValue'}	Environmental	Terrestrial	Soil	Sand	Unclassified		microbial communities		Groundwater sand	GW-RW S3_30_40	Columbia River, Washington, USA		groundwater metagenome	sand	gold:Gs0114663									
emsl:63ca50c8-6647-11eb-ae93-0242ac130002	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_40_50		{'has_raw_value': 'ENVO:00000873', 'term': {'id': 'ENVO:00000873'}}	{'has_raw_value': 'ENVO:00000022', 'term': {'id': 'ENVO:00000022'}}	{'has_raw_value': 'ENVO:01000017', 'term': {'id': 'ENVO:01000017'}}		{'has_raw_value': '2014-04-01'}		{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.372 -119.272', 'latitude': 46.372, 'longitude': -119.272, 'type': 'nmdc:GeolocationValue'}	Environmental	Terrestrial	Soil	Sand	Unclassified		microbial communities		Groundwater sand	GW-RW S3_40_50	Columbia River, Washington, USA		groundwater metagenome	sand	gold:Gs0114663									
emsl:63ca517c-6647-11eb-ae93-0242ac130002	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_50_60		{'has_raw_value': 'ENVO:00000873', 'term': {'id': 'ENVO:00000873'}}	{'has_raw_value': 'ENVO:00000022', 'term': {'id': 'ENVO:00000022'}}	{'has_raw_value': 'ENVO:01000017', 'term': {'id': 'ENVO:01000017'}}		{'has_raw_value': '2014-04-01'}		{'has_raw_value': 'USA: Columbia River, Washington'}	{'has_raw_value': '46.372 -119.272', 'latitude': 46.372, 'longitude': -119.272, 'type': 'nmdc:GeolocationValue'}	Environmental	Terrestrial	Soil	Sand	Unclassified		microbial communities		Groundwater sand	GW-RW S3_50_60	Columbia River, Washington, USA		groundwater metagenome	sand	gold:Gs0114663									
igsn:IEWFS000I	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_145	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States	{'has_raw_value': 'ENVO:00000108', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00000292', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00005802', 'type': 'ControlledTermValue'}	nmdc:Biosample	{'has_raw_value': '2017-05-09'}	{'has_numeric_value': 5}	{'has_raw_value': 'USA: Colorado'}	{'has_raw_value': '38.92045766 -106.9484528', 'latitude': 38.92045766, 'longitude': -106.9484528}	Environmental	Terrestrial	Soil	Unclassified	Unclassified		microbial communities		soil	igsn:IEWFS000I	The East River watershed near Crested Butte, Colorado, USA		soil metagenome	soil	gold:Gs0135149									
igsn:IEWFS000K	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_147	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States	{'has_raw_value': 'ENVO:00000108', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00000292', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00005802', 'type': 'ControlledTermValue'}	nmdc:Biosample	{'has_raw_value': '2017-05-09'}	{'has_numeric_value': 15}	{'has_raw_value': 'USA: Colorado'}	{'has_raw_value': '38.92045766 -106.9484528', 'latitude': 38.92045766, 'longitude': -106.9484528}	Environmental	Terrestrial	Soil	Unclassified	Unclassified		microbial communities		soil	igsn:IEWFS000K	The East River watershed near Crested Butte, Colorado, USA		soil metagenome	soil	gold:Gs0135149									
igsn:IEWFS000B	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_135	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States	{'has_raw_value': 'ENVO:00000108', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00000292', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00005802', 'type': 'ControlledTermValue'}	nmdc:Biosample	{'has_raw_value': '2017-05-09'}	{'has_numeric_value': 15}	{'has_raw_value': 'USA: Colorado'}	{'has_raw_value': '38.92028116 -106.9489189', 'latitude': 38.92028116, 'longitude': -106.94891899}	Environmental	Terrestrial	Soil	Unclassified	Unclassified		microbial communities		soil	igsn:IEWFS000B	The East River watershed near Crested Butte, Colorado, USA		soil metagenome	soil	gold:Gs0135149									
igsn:IEWFS000A	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_134	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States	{'has_raw_value': 'ENVO:00000108', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00000292', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00005802', 'type': 'ControlledTermValue'}	nmdc:Biosample	{'has_raw_value': '2017-05-09'}	{'has_numeric_value': 5}	{'has_raw_value': 'USA: Colorado'}	{'has_raw_value': '38.92028116 -106.9489189', 'latitude': 38.92028116, 'longitude': -106.9489189}	Environmental	Terrestrial	Soil	Unclassified	Unclassified		microbial communities		soil	igsn:IEWFS000A	The East River watershed near Crested Butte, Colorado, USA		soil metagenome	soil	gold:Gs0135149									
igsn:IEWFS000J	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_146	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States	{'has_raw_value': 'ENVO:00000108', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00000292', 'type': 'ControlledTermValue'}	{'has_raw_value': 'ENVO:00005802', 'type': 'ControlledTermValue'}	nmdc:Biosample	{'has_raw_value': '2017-05-09'}	{'has_numeric_value': 5}	{'has_raw_value': 'USA: Colorado'}	{'has_raw_value': '38.92045766 -106.9484528', 'latitude': 38.92045766, 'longitude': -106.9484528}	Environmental	Terrestrial	Soil	Unclassified	Unclassified		microbial communities		soil	igsn:IEWFS000J	The East River watershed near Crested Butte, Colorado, USA		soil metagenome	soil	gold:Gs0135149									
emsl:2f7107d6-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot4_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f710cae-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot10_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7109ac-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot6_D5		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f710d8a-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot10_D5		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7116fe-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot17_D5		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f710a92-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot6_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f711028-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot13_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7118c0-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot19_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7105c4-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot4_D5		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7108d0-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot6_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f711514-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot17_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f710f4c-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot13_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f7117ee-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot17_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f711bfe-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot19_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f71038a-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot4_D2		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f711992-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot19_D5		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
emsl:2f710e70-5dd1-11ec-bf63-0242ac130002	Aug2016WEW_Plot10_D7		{'has_raw_value': 'ENVO:01000221'}	{'has_raw_value': 'ENVO:00005784'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-08-23 00:00:00'}		{'has_raw_value': 'USA; Minnesota; Marcel Experimental Forest; Spruce and Peatland Responses to Environmental Changes'}	{'has_raw_value': '47.506961 -93.455715', 'latitude': 47.506961, 'longitude': -93.455715}	Environmental	Terrestrial	Soil	Peat	Unclassified										gold:Gs0110138									{'has_raw_value': 'ENVO:00001998'}
gold:Gb0239918	Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen01.14102015	Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA	{'has_raw_value': 'ENVO:01000219'}	{'has_raw_value': 'ENVO:00002204'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Pennsylvania,Borough of Centralia'}	{'has_raw_value': '40.7988 -76.33928', 'latitude': 40.7988, 'longitude': -76.33928}	Environmental	Terrestrial	Soil	Unclassified	Unclassified	2019-09-03T00:00:00		{'has_unit': 'meter'}	Anthropogenic terrestrial soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0239918							
gold:Gb0239921	Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen12.12102015	Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA	{'has_raw_value': 'ENVO:01000219'}	{'has_raw_value': 'ENVO:00002204'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Pennsylvania,Borough of Centralia'}	{'has_raw_value': '40.8013 -76.34315', 'latitude': 40.8013, 'longitude': -76.34315}	Environmental	Terrestrial	Soil	Unclassified	Unclassified	2019-09-03T00:00:00		{'has_unit': 'meter'}	Anthropogenic terrestrial soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0239921							
gold:Gb0239940	Banana cropland soil microbial communities from Singapore - Seedorf71.JP3soil.22	Banana cropland soil microbial communities from Singapore	{'has_raw_value': 'ENVO:01000245'}	{'has_raw_value': 'ENVO:00000119'}	{'has_raw_value': 'ENVO:02000059'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'Singapore'}	{'has_raw_value': '1.435145214 103.7113599', 'latitude': 1.435145214, 'longitude': 103.7113599}	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	2019-09-03T00:00:00		{'has_unit': 'meter'}	Banana cropland soil		Singapore	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0239940							
gold:Gb0240012	Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.2	Montane desert soil microbial communities from Puca Glacier, Peru	{'has_raw_value': 'ENVO:01000179'}	{'has_raw_value': 'ENVO:01000185'}	{'has_raw_value': 'ENVO:00005741'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'Peru: Puca Glacier'}	{'has_raw_value': '-13.773333 -71.071389', 'latitude': -13.773333, 'longitude': -71.071389}	Environmental	Terrestrial	Soil	Sand	Desert	2019-09-03T00:00:00		{'has_unit': 'meter'}	Montane desert soil		Peru	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240012							
gold:Gb0240046	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T6.34m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000355'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16140744 -147.4859707', 'latitude': 65.16140744, 'longitude': -147.4859707}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240046							
gold:Gb0240065	Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA - Myrold5.soil.10.HJARA1	Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA	{'has_raw_value': 'ENVO:01000211'}	{'has_raw_value': 'ENVO:01000211'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Oregon, Lane County'}	{'has_raw_value': '44.230556 -122.191464', 'latitude': 44.230556, 'longitude': -122.191464}	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Temperate coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240065							
gold:Gb0239935	Banana cropland soil microbial communities from Singapore - Seedorf71.BP1soil.24	Banana cropland soil microbial communities from Singapore	{'has_raw_value': 'ENVO:01000245'}	{'has_raw_value': 'ENVO:00000161'}	{'has_raw_value': 'ENVO:02000059'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'Singapore'}	{'has_raw_value': '1.435380168 103.7113817', 'latitude': 1.435380168, 'longitude': 103.7113817}	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	2019-09-03T00:00:00		{'has_unit': 'meter'}	Banana cropland soil		Singapore	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0239935							
gold:Gb0240026	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.44m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16108566 -147.4834878', 'latitude': 65.16108566, 'longitude': -147.4834878}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240026							
gold:Gb0240028	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.60m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16112503 -147.4838222', 'latitude': 65.16112503, 'longitude': -147.4838222}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240028							
gold:Gb0240032	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.84m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16118836 -147.4842821', 'latitude': 65.16118836, 'longitude': -147.4842821}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240032							
gold:Gb0240037	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.12m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000355'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16128615 -147.4856357', 'latitude': 65.16128615, 'longitude': -147.4856357}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240037							
gold:Gb0240038	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.20m	Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA	{'has_raw_value': 'ENVO:01000250'}	{'has_raw_value': 'ENVO:01000355'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample		{'has_unit': 'meter'}	{'has_raw_value': 'USA: Alaska, Fairbanks'}	{'has_raw_value': '65.16131206 -147.4857871', 'latitude': 65.16131206, 'longitude': -147.4857871}	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	2019-09-03T00:00:00		{'has_unit': 'meter'}	Subpolar coniferous forest soil		USA	2022-04-08T00:00:00			gold:Gs0154244		gold:Gb0240038							
